pair,row_value,column_value,count,row_total,column_total,total
works_in_industry_en__field_of_study_en,hotels,music,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,nursing,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,pharmacy,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,philosophy,1,100,100,5000
works_in_industry_en__field_of_study_en,hotels,physics,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,politics,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,psychology,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,quantitative methods,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,social care,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,software,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,statistics,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,teaching,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,theatre,2,100,100,5000
works_in_industry_en__field_of_study_en,hotels,tourism,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,accounting,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,agriculture,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,animal care,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,anthropology,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,archaeology,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,architecture,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,biology,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,business,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,chemistry,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,communication,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,computing,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,construction,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,cultural analysis,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,data analytics,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,dental studies,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,design,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,diplomacy,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,ecology,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,economics,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,electricity,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,exercise science,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,film studies,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,fiscal studies,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,forestry,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,geography,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,governance,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,history,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,law,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,linguistics,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,literature,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,logistics,3,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,management,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,marketing,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,mechanics,3,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,media studies,1,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,medicine,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,music,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,nursing,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,pharmacy,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,philosophy,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,physics,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,politics,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,psychology,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,quantitative methods,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,social care,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,software,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,statistics,1,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,teaching,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,theatre,2,100,100,5000
works_in_industry_en__field_of_study_en,infrastructure,tourism,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,accounting,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,agriculture,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,animal care,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,anthropology,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,archaeology,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,architecture,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,biology,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,business,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,chemistry,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,communication,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,computing,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,construction,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,cultural analysis,1,100,100,5000
works_in_industry_en__field_of_study_en,insurance,data analytics,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,dental studies,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,design,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,diplomacy,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,ecology,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,economics,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,electricity,3,100,100,5000
works_in_industry_en__field_of_study_en,insurance,exercise science,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,film studies,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,fiscal studies,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,forestry,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,geography,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,governance,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,history,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,law,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,linguistics,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,literature,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,logistics,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,management,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,marketing,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,mechanics,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,media studies,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,medicine,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,music,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,nursing,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,pharmacy,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,philosophy,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,physics,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,politics,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,psychology,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,quantitative methods,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,social care,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,software,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,statistics,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,teaching,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,theatre,2,100,100,5000
works_in_industry_en__field_of_study_en,insurance,tourism,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,accounting,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,agriculture,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,animal care,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,anthropology,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,archaeology,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,architecture,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,biology,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,business,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,chemistry,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,communication,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,computing,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,construction,1,100,100,5000
works_in_industry_en__field_of_study_en,investment,cultural analysis,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,data analytics,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,dental studies,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,design,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,diplomacy,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,ecology,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,economics,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,electricity,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,exercise science,3,100,100,5000
works_in_industry_en__field_of_study_en,investment,film studies,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,fiscal studies,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,forestry,1,100,100,5000
works_in_industry_en__field_of_study_en,investment,geography,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,governance,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,history,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,law,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,linguistics,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,literature,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,logistics,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,management,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,marketing,3,100,100,5000
works_in_industry_en__field_of_study_en,investment,mechanics,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,media studies,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,medicine,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,music,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,nursing,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,pharmacy,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,philosophy,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,physics,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,politics,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,psychology,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,quantitative methods,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,social care,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,software,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,statistics,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,teaching,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,theatre,2,100,100,5000
works_in_industry_en__field_of_study_en,investment,tourism,2,100,100,5000
works_in_industry_en__field_of_study_en,law,accounting,2,100,100,5000
works_in_industry_en__field_of_study_en,law,agriculture,2,100,100,5000
works_in_industry_en__field_of_study_en,law,animal care,2,100,100,5000
works_in_industry_en__field_of_study_en,law,anthropology,2,100,100,5000
works_in_industry_en__field_of_study_en,law,archaeology,2,100,100,5000
works_in_industry_en__field_of_study_en,law,architecture,2,100,100,5000
works_in_industry_en__field_of_study_en,law,biology,2,100,100,5000
works_in_industry_en__field_of_study_en,law,business,2,100,100,5000
works_in_industry_en__field_of_study_en,law,chemistry,2,100,100,5000
works_in_industry_en__field_of_study_en,law,communication,2,100,100,5000
works_in_industry_en__field_of_study_en,law,computing,2,100,100,5000
works_in_industry_en__field_of_study_en,law,construction,2,100,100,5000
works_in_industry_en__field_of_study_en,law,cultural analysis,2,100,100,5000
works_in_industry_en__field_of_study_en,law,data analytics,2,100,100,5000
works_in_industry_en__field_of_study_en,law,dental studies,2,100,100,5000
works_in_industry_en__field_of_study_en,law,design,2,100,100,5000
works_in_industry_en__field_of_study_en,law,diplomacy,2,100,100,5000
works_in_industry_en__field_of_study_en,law,ecology,2,100,100,5000
works_in_industry_en__field_of_study_en,law,economics,2,100,100,5000
works_in_industry_en__field_of_study_en,law,electricity,2,100,100,5000
works_in_industry_en__field_of_study_en,law,exercise science,2,100,100,5000
works_in_industry_en__field_of_study_en,law,film studies,2,100,100,5000
works_in_industry_en__field_of_study_en,law,fiscal studies,2,100,100,5000
works_in_industry_en__field_of_study_en,law,forestry,2,100,100,5000
works_in_industry_en__field_of_study_en,law,geography,2,100,100,5000
works_in_industry_en__field_of_study_en,law,governance,2,100,100,5000
works_in_industry_en__field_of_study_en,law,history,2,100,100,5000
works_in_industry_en__field_of_study_en,law,law,2,100,100,5000
works_in_industry_en__field_of_study_en,law,linguistics,2,100,100,5000
works_in_industry_en__field_of_study_en,law,literature,2,100,100,5000
works_in_industry_en__field_of_study_en,law,logistics,2,100,100,5000
works_in_industry_en__field_of_study_en,law,management,2,100,100,5000
works_in_industry_en__field_of_study_en,law,marketing,2,100,100,5000
works_in_industry_en__field_of_study_en,law,mechanics,2,100,100,5000
works_in_industry_en__field_of_study_en,law,media studies,2,100,100,5000
works_in_industry_en__field_of_study_en,law,medicine,2,100,100,5000
works_in_industry_en__field_of_study_en,law,music,2,100,100,5000
works_in_industry_en__field_of_study_en,law,nursing,2,100,100,5000
works_in_industry_en__field_of_study_en,law,pharmacy,2,100,100,5000
works_in_industry_en__field_of_study_en,law,philosophy,2,100,100,5000
works_in_industry_en__field_of_study_en,law,physics,2,100,100,5000
works_in_industry_en__field_of_study_en,law,politics,2,100,100,5000
works_in_industry_en__field_of_study_en,law,psychology,2,100,100,5000
works_in_industry_en__field_of_study_en,law,quantitative methods,2,100,100,5000
works_in_industry_en__field_of_study_en,law,social care,2,100,100,5000
works_in_industry_en__field_of_study_en,law,software,2,100,100,5000
works_in_industry_en__field_of_study_en,law,statistics,2,100,100,5000
works_in_industry_en__field_of_study_en,law,teaching,2,100,100,5000
works_in_industry_en__field_of_study_en,law,theatre,2,100,100,5000
works_in_industry_en__field_of_study_en,law,tourism,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,accounting,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,agriculture,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,animal care,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,anthropology,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,archaeology,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,architecture,1,100,100,5000
works_in_industry_en__field_of_study_en,logistics,biology,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,business,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,chemistry,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,communication,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,computing,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,construction,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,cultural analysis,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,data analytics,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,dental studies,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,design,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,diplomacy,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,ecology,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,economics,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,electricity,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,exercise science,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,film studies,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,fiscal studies,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,forestry,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,geography,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,governance,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,history,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,law,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,linguistics,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,literature,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,logistics,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,management,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,marketing,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,mechanics,3,100,100,5000
works_in_industry_en__field_of_study_en,logistics,media studies,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,medicine,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,music,3,100,100,5000
works_in_industry_en__field_of_study_en,logistics,nursing,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,pharmacy,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,philosophy,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,physics,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,politics,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,psychology,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,quantitative methods,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,social care,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,software,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,statistics,1,100,100,5000
works_in_industry_en__field_of_study_en,logistics,teaching,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,theatre,2,100,100,5000
works_in_industry_en__field_of_study_en,logistics,tourism,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,accounting,1,100,100,5000
works_in_industry_en__field_of_study_en,maritime,agriculture,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,animal care,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,anthropology,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,archaeology,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,architecture,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,biology,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,business,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,chemistry,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,communication,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,computing,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,construction,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,cultural analysis,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,data analytics,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,dental studies,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,design,3,100,100,5000
works_in_industry_en__field_of_study_en,maritime,diplomacy,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,ecology,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,economics,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,electricity,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,exercise science,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,film studies,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,fiscal studies,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,forestry,3,100,100,5000
works_in_industry_en__field_of_study_en,maritime,geography,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,governance,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,history,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,law,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,linguistics,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,literature,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,logistics,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,management,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,marketing,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,mechanics,1,100,100,5000
works_in_industry_en__field_of_study_en,maritime,media studies,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,medicine,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,music,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,nursing,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,pharmacy,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,philosophy,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,physics,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,politics,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,psychology,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,quantitative methods,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,social care,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,software,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,statistics,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,teaching,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,theatre,2,100,100,5000
works_in_industry_en__field_of_study_en,maritime,tourism,2,100,100,5000
works_in_industry_en__field_of_study_en,media,accounting,2,100,100,5000
works_in_industry_en__field_of_study_en,media,agriculture,2,100,100,5000
works_in_industry_en__field_of_study_en,media,animal care,2,100,100,5000
works_in_industry_en__field_of_study_en,media,anthropology,2,100,100,5000
works_in_industry_en__field_of_study_en,media,archaeology,2,100,100,5000
works_in_industry_en__field_of_study_en,media,architecture,2,100,100,5000
works_in_industry_en__field_of_study_en,media,biology,2,100,100,5000
works_in_industry_en__field_of_study_en,media,business,2,100,100,5000
works_in_industry_en__field_of_study_en,media,chemistry,2,100,100,5000
works_in_industry_en__field_of_study_en,media,communication,2,100,100,5000
works_in_industry_en__field_of_study_en,media,computing,2,100,100,5000
works_in_industry_en__field_of_study_en,media,construction,2,100,100,5000
works_in_industry_en__field_of_study_en,media,cultural analysis,2,100,100,5000
works_in_industry_en__field_of_study_en,media,data analytics,2,100,100,5000
works_in_industry_en__field_of_study_en,media,dental studies,2,100,100,5000
works_in_industry_en__field_of_study_en,media,design,2,100,100,5000
works_in_industry_en__field_of_study_en,media,diplomacy,2,100,100,5000
works_in_industry_en__field_of_study_en,media,ecology,2,100,100,5000
works_in_industry_en__field_of_study_en,media,economics,2,100,100,5000
works_in_industry_en__field_of_study_en,media,electricity,2,100,100,5000
works_in_industry_en__field_of_study_en,media,exercise science,2,100,100,5000
works_in_industry_en__field_of_study_en,media,film studies,1,100,100,5000
works_in_industry_en__field_of_study_en,media,fiscal studies,2,100,100,5000
works_in_industry_en__field_of_study_en,media,forestry,1,100,100,5000
works_in_industry_en__field_of_study_en,media,geography,2,100,100,5000
works_in_industry_en__field_of_study_en,media,governance,2,100,100,5000
works_in_industry_en__field_of_study_en,media,history,2,100,100,5000
works_in_industry_en__field_of_study_en,media,law,3,100,100,5000
works_in_industry_en__field_of_study_en,media,linguistics,2,100,100,5000
works_in_industry_en__field_of_study_en,media,literature,2,100,100,5000
works_in_industry_en__field_of_study_en,media,logistics,2,100,100,5000
works_in_industry_en__field_of_study_en,media,management,2,100,100,5000
works_in_industry_en__field_of_study_en,media,marketing,2,100,100,5000
works_in_industry_en__field_of_study_en,media,mechanics,2,100,100,5000
works_in_industry_en__field_of_study_en,media,media studies,2,100,100,5000
works_in_industry_en__field_of_study_en,media,medicine,2,100,100,5000
works_in_industry_en__field_of_study_en,media,music,2,100,100,5000
works_in_industry_en__field_of_study_en,media,nursing,2,100,100,5000
works_in_industry_en__field_of_study_en,media,pharmacy,2,100,100,5000
works_in_industry_en__field_of_study_en,media,philosophy,2,100,100,5000
works_in_industry_en__field_of_study_en,media,physics,2,100,100,5000
works_in_industry_en__field_of_study_en,media,politics,2,100,100,5000
works_in_industry_en__field_of_study_en,media,psychology,2,100,100,5000
works_in_industry_en__field_of_study_en,media,quantitative methods,2,100,100,5000
works_in_industry_en__field_of_study_en,media,social care,2,100,100,5000
works_in_industry_en__field_of_study_en,media,software,2,100,100,5000
works_in_industry_en__field_of_study_en,media,statistics,3,100,100,5000
works_in_industry_en__field_of_study_en,media,teaching,2,100,100,5000
works_in_industry_en__field_of_study_en,media,theatre,2,100,100,5000
works_in_industry_en__field_of_study_en,media,tourism,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,accounting,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,agriculture,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,animal care,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,anthropology,1,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,archaeology,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,architecture,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,biology,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,business,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,chemistry,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,communication,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,computing,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,construction,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,cultural analysis,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,data analytics,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,dental studies,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,design,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,diplomacy,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,ecology,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,economics,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,electricity,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,exercise science,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,film studies,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,fiscal studies,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,forestry,1,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,geography,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,governance,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,history,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,law,3,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,linguistics,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,literature,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,logistics,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,management,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,marketing,3,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,mechanics,1,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,media studies,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,medicine,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,music,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,nursing,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,pharmacy,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,philosophy,3,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,physics,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,politics,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,psychology,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,quantitative methods,2,100,100,5000
works_in_industry_en__field_of_study_en,pharmaceuticals,social care,2,100,100,5000
